PV Yield (kWh),Amount of PV panel,WATT,Temperature(°F),Humidity (%),Wind Speed (mph),Pressure (in),Hours,where
2.65,6.00,540.00,76.0 ,52.8 ,7.2 ,29.9 ,12.31,1
2.72,6.00,540.00,78.7 ,52.3 ,5.3 ,29.9 ,12.30,1
4.22,6.00,540.00,80.3 ,54.4 ,4.5 ,29.9 ,12.30,1
2.58,6.00,540.00,76.1 ,57.7 ,6.7 ,29.9 ,12.29,1
1.62,6.00,540.00,74.2 ,51.5 ,7.4 ,29.9 ,12.29,1
2.82,6.00,540.00,72.7 ,45.6 ,8.6 ,29.9 ,12.28,1
2.93,6.00,540.00,76.7 ,44.6 ,4.3 ,29.9 ,12.28,1
3.45,6.00,540.00,84.0 ,79.1 ,6.3 ,29.8 ,12.37,1
4.79,6.00,540.00,84.2 ,77.8 ,6.7 ,29.8 ,12.38,1
1.76,6.00,540.00,82.3 ,69.3 ,6.1 ,29.8 ,12.38,1
2.83,6.00,540.00,82.8 ,73.6 ,5.2 ,29.8 ,12.39,1
2.84,6.00,540.00,83.6 ,75.0 ,6.8 ,29.8 ,12.38,1
2.89,6.00,540.00,83.3 ,69.5 ,6.5 ,29.8 ,12.39,1
2.91,6.00,540.00,83.1 ,69.7 ,4.6 ,29.8 ,12.39,1
2.75,6.00,540.00,83.5 ,67.7 ,5.2 ,29.8 ,12.39,1
3.55,6.00,540.00,84.6 ,66.1 ,5.2 ,29.8 ,12.39,1
3.22,6.00,540.00,84.4 ,68.0 ,4.0 ,29.8 ,12.40,1
2.16,6.00,540.00,83.5 ,64.7 ,4.7 ,29.8 ,12.40,1
3.09,6.00,540.00,81.7 ,64.2 ,6.6 ,29.8 ,12.40,1
1.62,6.00,540.00,77.8 ,63.6 ,5.9 ,29.9 ,12.41,1
2.46,6.00,540.00,75.2 ,60.4 ,6.7 ,29.9 ,12.40,1
2,6.00,540.00,76.8 ,58.1 ,4.5 ,29.9 ,12.41,1
1.97,6.00,540.00,79.3 ,62.7 ,5.4 ,29.8 ,12.40,1
2.94,6.00,540.00,80.5 ,64.1 ,8.6 ,29.8 ,12.41,1
1.77,6.00,540.00,74.7 ,54.8 ,8.5 ,29.9 ,12.40,1
1.84,6.00,540.00,72.5 ,50.9 ,8.3 ,29.9 ,12.41,1
1.77,6.00,540.00,75.6 ,55.5 ,6.2 ,29.9 ,12.41,1
2.43,6.00,540.00,79.0 ,57.6 ,6.1 ,29.8 ,12.41,1
2.33,6.00,540.00,79.8 ,65.1 ,3.8 ,29.8 ,12.41,1
1.99,6.00,540.00,80.3 ,62.7 ,5.5 ,29.8 ,12.41,1
1.65,6.00,540.00,77.7 ,60.1 ,6.3 ,29.9 ,12.40,1
1.29,6.00,540.00,76.7 ,61.6 ,6.0 ,29.9 ,12.41,1
2.07,6.00,540.00,76.8 ,57.3 ,4.9 ,30.0 ,12.40,1
1.85,6.00,540.00,77.6 ,57.2 ,3.9 ,30.0 ,12.41,1
3.44,6.00,540.00,79.0 ,57.9 ,4.5 ,30.0 ,12.40,1
2.31,6.00,540.00,79.7 ,57.7 ,3.9 ,30.0 ,12.41,1
2.17,6.00,540.00,78.6 ,63.1 ,6.2 ,30.0 ,12.40,1
2.73,6.00,540.00,77.3 ,64.2 ,4.7 ,30.0 ,12.40,1
18.5,10.00,500.00,85.2,59.6,4.1,29.9,12.40,1
18.87,10.00,500.00,85.7,58.1,3.9,29.9,12.40,1
20.18,10.00,500.00,85.6,50.5,4.7,29.9,12.39,1
20.19,10.00,500.00,83.4,58.7,5.9,29.9,12.40,1
19.59,10.00,500.00,83.7,58.4,4.2,29.9,12.39,1
19.29,10.00,500.00,83.8,55.7,4.8,29.9,12.38,1
19.53,10.00,500.00,84.1,55.5,4.2,29.9,12.39,1
18.43,10.00,500.00,84.7,57.6,3.2,29.9,12.38,1
18.08,10.00,500.00,85.4,59.1,3.1,29.9,12.38,1
18.38,10.00,500.00,85.7,63.9,5.2,29.8,12.38,1
13.06,10.00,500.00,85.1,70.4,4.3,29.9,12.38,1
14.97,10.00,500.00,85.5,70.3,5.3,29.8,12.37,1
16.2,10.00,500.00,85.4,71,5.8,29.8,12.36,1
17.89,10.00,500.00,84.5,65.8,4.8,29.9,12.37,1
19.32,10.00,500.00,83.6,58.5,5.3,29.9,12.36,1
18.91,10.00,500.00,83.2,59.1,4.1,29.9,12.36,1
18.84,10.00,500.00,83.1,58.5,6.5,29.9,12.35,1
17.11,10.00,500.00,84.2,59.4,3.3,29.9,12.35,1
17.46,10.00,500.00,85.6,55,3.4,29.8,12.34,1
16.15,10.00,500.00,84.3,61.7,4.7,29.8,12.34,1
15.32,10.00,500.00,84.8,64.6,4.9,29.9,12.33,1
17.75,10.00,500.00,84.8,59,4.5,29.9,12.32,1
11.36,10.00,500.00,83.5,65.3,6.2,29.9,12.32,1
14.28,10.00,500.00,79.6,59,7.6,30,12.31,1
13.88,10.00,500.00,77.5,60.8,8,30,12.31,1
18.38,10.00,500.00,79.5,57.4,7.6,30,12.30,1
19.17,10.00,500.00,82.2,58.3,7.3,30,12.30,1
15.99,10.00,500.00,82.7,59.1,5.8,30,12.30,1
18.34,10.00,500.00,82.8,56.1,6.5,30,12.29,1
14.9,10.00,500.00,83.6,60.6,5.8,29.9,12.29,1
16.15,10.00,500.00,83,65.2,5.3,29.9,12.28,1
18.09,10.00,500.00,85.3,63.8,5.6,29.9,12.37,1
16.88,10.00,500.00,83.4,75.6,4.6,29.9,12.37,1
18.17,10.00,500.00,84.6,69.4,5.9,29.9,12.38,1
18.93,10.00,500.00,83.3,74.7,5.8,29.9,12.39,1
17.11,10.00,500.00,84.4,73.8,4.9,29.8,12.38,1
19.28,10.00,500.00,85.3,71.2,5.7,29.9,12.39,1
20.99,10.00,500.00,82.9,70.8,7.6,29.9,12.39,1
18.65,10.00,500.00,84.2,67.8,4.2,29.9,12.39,1
17.7,10.00,500.00,85.2,67.4,3.4,29.8,12.39,1
18.4,10.00,500.00,86.1,66.4,3.2,29.8,12.40,1
17.91,10.00,500.00,86,68.5,4,29.8,12.39,1
19.13,10.00,500.00,86.7,64.9,3.4,29.8,12.40,1
14.96,10.00,500.00,85.7,68.9,5.5,29.9,12.40,1
18.3,10.00,500.00,85.4,64.6,5.5,29.9,12.40,1
18.13,10.00,500.00,86.5,62.8,4.1,29.9,12.41,1
19.07,10.00,500.00,87.3,61.3,4.2,29.9,12.40,1
20.33,10.00,500.00,86.5,62.3,7,29.9,12.41,1
18.91,10.00,500.00,84.1,62.7,5.5,29.9,12.41,1
18.82,10.00,500.00,85.2,60.8,5,29.9,12.41,1
19.81,10.00,500.00,85.1,61.7,4,29.9,12.41,1
21.32,10.00,500.00,80.9,59.7,6.5,29.9,12.41,1
21.28,10.00,500.00,75.3,57.7,7,30,12.41,1
20.31,10.00,500.00,73.8,51.4,9.3,30.1,12.41,1
10.56,10.00,500.00,74.4,49.8,10.2,30.1,12.41,1
12.33,10.00,500.00,75.3,51.5,7.6,30,12.41,1
15.44,10.00,500.00,77,52.4,6.2,30,12.41,1
20.26,10.00,500.00,79.9,57.2,5,30,12.41,1
20.5,10.00,500.00,81.8,56.6,6.5,30,12.40,1
19.27,10.00,500.00,82.7,56.8,5.5,29.9,12.40,1
19.09,10.00,500.00,83.3,59.7,5.9,29.9,12.40,1
18.65,10.00,500.00,84.7,59.5,5,29.9,12.40,1
17.36,10.00,500.00,84.3,71.6,6.9,29.9,12.22,1
18.94,10.00,500.00,85,70.4,5.2,29.9,12.22,1
19.18,10.00,500.00,86.1,71.1,4.7,29.8,12.22,1
11.31,10.00,500.00,84.2,76.1,4.1,29.8,12.24,1
17.8,10.00,500.00,82.8,82,3.4,29.8,12.24,1
19.62,10.00,500.00,84.5,76.7,5,29.8,12.24,1
15.56,10.00,500.00,82.8,79.6,5.3,29.9,12.26,1
17.53,10.00,500.00,84.4,77.2,3.5,29.8,12.26,1
11.75,10.00,500.00,83.3,78.2,4.8,29.8,12.27,1
17.47,10.00,500.00,83.8,78.8,4,29.9,12.27,1
14.91,10.00,500.00,83.2,82.6,4.9,29.9,12.27,1
13.26,10.00,500.00,83.5,80,5.8,29.9,12.29,1
17.62,10.00,500.00,85.6,73.9,5.2,29.9,12.29,1
17.52,10.00,500.00,85.8,71.3,6.7,29.9,12.30,1
19.23,10.00,500.00,84.5,68.8,6.9,29.9,12.30,1
18.58,10.00,500.00,84.2,73.8,5.3,29.9,12.30,1
20.95,10.00,500.00,79.9,69.7,6.6,30,12.31,1
20.09,10.00,500.00,77.2,58.3,7,30,12.31,1
20.65,10.00,500.00,76.9,59.1,6.2,30,12.32,1
21.08,10.00,500.00,78.9,58.4,5.6,29.9,12.32,1
20.75,10.00,500.00,80.9,60.2,5.2,29.9,12.33,1
19.52,10.00,500.00,82.7,63.4,4.7,29.8,12.33,1
20.79,10.00,500.00,83.7,59.2,5.6,29.8,12.34,1
20.7,10.00,500.00,83.6,63.2,6,29.9,12.34,1
20.27,10.00,500.00,82.4,59.5,5.6,29.9,12.35,1
16.23,10.00,500.00,84.4,59.6,6.3,29.9,12.35,1
19.13,10.00,500.00,83.7,65.8,7.1,29.9,12.36,1
16.56,10.00,500.00,80.8,58.5,5.6,29.9,12.36,1
14.39,10.00,500.00,80.7,59.9,7,29.9,12.37,1
18.76,10.00,500.00,84.4,59.8,6.4,29.9,12.36,1
17.54,10.00,500.00,85.5,73.8,6.3,29.8,11.59,1
14.91,10.00,500.00,85.9,70.4,7,29.8,12.00,1
16.68,10.00,500.00,84.3,77.1,7.4,29.8,12.01,1
10.26,10.00,500.00,82,85.1,4.2,29.8,12.01,1
2.67,10.00,500.00,82.7,86.2,4.9,29.8,12.02,1
7.83,10.00,500.00,82.8,86.7,3.8,29.8,12.03,1
14.48,10.00,500.00,84.1,78,5.8,29.8,12.04,1
14.41,10.00,500.00,83.4,81,5.3,29.8,12.04,1
16.71,10.00,500.00,84.8,72.9,5.4,29.8,12.06,1
10.26,10.00,500.00,81.7,86,4,29.8,12.06,1
13.62,10.00,500.00,83.5,82.7,5.7,29.9,12.07,1
15.62,10.00,500.00,84.8,79.5,4.2,29.9,12.08,1
20.06,10.00,500.00,86.6,74.8,5.7,29.9,12.08,1
20.33,10.00,500.00,87.7,68,5.6,29.8,12.09,1
16.24,10.00,500.00,87.4,70.1,5.5,29.8,12.10,1
12.2,10.00,500.00,85.3,75,4.6,29.8,12.10,1
19.24,10.00,500.00,86.1,69.2,4.5,29.8,12.12,1
15.84,10.00,500.00,85.4,72.5,5.1,29.8,12.12,1
11.17,10.00,500.00,83.6,77.8,5.2,29.8,12.13,1
16.27,10.00,500.00,86.5,71.9,4.4,29.8,12.13,1
10.6,10.00,500.00,81.1,83.7,4.7,29.9,12.14,1
19.15,10.00,500.00,82.8,79.8,5.7,29.9,12.14,1
16.19,10.00,500.00,84.7,73.5,3,29.9,12.16,1
16.18,10.00,500.00,84.9,77.7,4.4,29.9,12.16,1
17.07,10.00,500.00,85,76.4,4.2,29.9,12.17,1
18.13,10.00,500.00,84.8,78.2,5,29.8,12.17,1
15.52,10.00,500.00,83.6,82,4.3,29.8,12.18,1
10.55,10.00,500.00,82.9,84.2,2.9,29.8,12.19,1
10.74,10.00,500.00,82.9,85.7,4,29.8,12.20,1
13.68,10.00,500.00,82.3,84.3,6.2,29.9,12.20,1
16.34,10.00,500.00,83.6,77,7.1,29.9,12.21,1
20.77,10.00,500.00,85.6,76.1,8,29.7,11.37,1
20.79,10.00,500.00,86.9,70.8,8.1,29.7,11.37,1
15.53,10.00,500.00,87.6,66,8.1,29.6,11.38,1
15.19,10.00,500.00,86.6,73.4,6.7,29.6,11.39,1
16.37,10.00,500.00,87.3,63.5,10.1,29.7,11.40,1
15.54,10.00,500.00,86.1,66.1,8.2,29.8,11.40,1
16,10.00,500.00,87.5,64.6,8,29.8,11.41,1
16.64,10.00,500.00,85.5,68.5,9.8,29.8,11.42,1
17.59,10.00,500.00,85.6,70.5,8.6,29.7,11.42,1
9.73,10.00,500.00,82.8,83.5,6.1,29.7,11.43,1
13.56,10.00,500.00,83.2,79.7,7.6,29.8,11.44,1
13.26,10.00,500.00,83.7,76.5,7.1,29.8,11.45,1
12.81,10.00,500.00,84.4,73.2,6.5,29.8,11.45,1
15.21,10.00,500.00,84,75,8,29.8,11.46,1
15.46,10.00,500.00,84.4,73.8,10,29.7,11.47,1
16.53,10.00,500.00,83.8,74.7,7.8,29.7,11.48,1
17.62,10.00,500.00,84.6,76.8,5.7,29.7,11.48,1
15.73,10.00,500.00,81.7,84.8,5.8,29.8,11.50,1
20.42,10.00,500.00,85.2,75.3,3.7,29.8,11.51,1
20.47,10.00,500.00,87.2,71.3,6.8,29.8,11.51,1
19.76,10.00,500.00,83,81.6,6.9,29.8,11.52,1
20.16,10.00,500.00,84.2,76.9,5.6,29.8,11.53,1
15.11,10.00,500.00,83.7,77.3,4.2,29.8,11.54,1
9.04,10.00,500.00,83.8,80.9,4,29.7,11.54,1
14.79,10.00,500.00,85.4,77.3,3.4,29.7,11.55,1
12.93,10.00,500.00,83.3,81.6,5.7,29.7,11.56,1
12.05,10.00,500.00,81.5,87.8,5.8,29.7,11.57,1
10.1,10.00,500.00,81.4,89.5,7.8,29.7,11.57,1
14.79,10.00,500.00,83.3,81.3,7.8,29.8,11.58,1
13.01,10.00,500.00,82.1,84.7,5.3,29.8,11.59,1
11.83,10.00,500.00,87,71,8.3,29.7,11.16,1
7.78,10.00,500.00,85.6,75.4,5.9,29.7,11.17,1
11.94,10.00,500.00,84.3,78.6,7.7,29.7,11.17,1
13.74,10.00,500.00,85.1,76.3,7.1,29.8,11.18,1
18.31,10.00,500.00,86.7,67.2,8.3,29.8,11.19,1
16.07,10.00,500.00,86.3,68.9,9.4,29.8,11.19,1
13.43,10.00,500.00,86.2,68.7,8.3,29.7,11.20,1
15.21,10.00,500.00,84.9,72.9,6.7,29.8,11.20,1
16.64,10.00,500.00,85.3,75.8,6.2,29.8,11.21,1
18.21,10.00,500.00,86.9,67.8,8,29.8,11.22,1
18.36,10.00,500.00,86.8,68.5,9.2,29.8,11.22,1
18.68,10.00,500.00,85.8,70.8,9.1,29.7,11.23,1
20,10.00,500.00,87.3,68.6,9.2,29.7,11.23,1
18.44,10.00,500.00,87.8,67.2,9.8,29.7,11.24,1
16.27,10.00,500.00,85.4,69.1,9.8,29.7,11.24,1
15.41,10.00,500.00,86,67.3,8.4,29.8,11.26,1
19.17,10.00,500.00,86,64.5,9.6,29.8,11.26,1
19.12,10.00,500.00,87.8,61.8,10.6,29.7,11.27,1
20.01,10.00,500.00,88.8,59.4,9.5,29.7,11.28,1
18.02,10.00,500.00,85.9,70.1,7.8,29.7,11.28,1
12.88,10.00,500.00,82.9,81.8,6,29.7,11.29,1
16.38,10.00,500.00,84.9,76.7,6,29.8,11.29,1
12.9,10.00,500.00,83.4,79.2,6.4,29.7,11.30,1
15.81,10.00,500.00,83.3,79.5,7.9,29.7,11.31,1
18.11,10.00,500.00,84.3,74.3,8.6,29.8,11.32,1
16.62,10.00,500.00,85.5,71.7,9.8,29.8,11.33,1
18.48,10.00,500.00,87.2,61.9,9.8,29.7,11.33,1
19.28,10.00,500.00,87.7,63,10.1,29.7,11.34,1
13.46,10.00,500.00,86.6,64.9,7.8,29.7,11.35,1
13.69,10.00,500.00,86.2,72,6.1,29.7,11.35,1
19.64,10.00,500.00,85.1,78.1,7,29.7,11.36,1
11.01,10.00,500.00,85.5,78.3,6.6,29.7,11.05,1
13.86,10.00,500.00,86,74.8,7.7,29.7,11.05,1
17.14,10.00,500.00,85.8,72.5,8.4,29.8,11.05,1
8.02,10.00,500.00,85,70.9,6.6,29.8,11.05,1
12.98,10.00,500.00,82.5,83.1,3.8,29.8,11.06,1
17.53,10.00,500.00,86,70.5,6.3,29.8,11.06,1
18.11,10.00,500.00,88.8,64.9,6.6,29.8,11.06,1
16.25,10.00,500.00,87.7,72.7,6.8,29.8,11.06,1
11.35,10.00,500.00,82.9,83,5.3,29.8,11.06,1
17.18,10.00,500.00,84,79,7.8,29.8,11.06,1
13.2,10.00,500.00,84.6,76.5,6.1,29.8,11.06,1
16.87,10.00,500.00,87.7,66.9,4.8,29.8,11.08,1
17.68,10.00,500.00,88.2,66.5,10,29.8,11.08,1
17.08,10.00,500.00,88.3,61.1,12.8,29.8,11.08,1
18.17,10.00,500.00,88.5,57.4,12.4,29.7,11.09,1
14.05,10.00,500.00,87.7,60.5,13.1,29.7,11.09,1
14.85,10.00,500.00,87,61,14.4,29.6,11.09,1
14.68,10.00,500.00,86.2,61.4,13.2,29.6,11.09,1
15.24,10.00,500.00,86.7,60.1,11.9,29.6,11.10,1
15.07,10.00,500.00,85.2,68.7,8.6,29.7,11.10,1
14.39,10.00,500.00,86.6,67.8,8.3,29.7,11.10,1
13.89,10.00,500.00,83.2,83.1,5.3,29.8,11.12,1
15.39,10.00,500.00,83.6,81.2,5.6,29.8,11.12,1
17.23,10.00,500.00,84.9,73.6,7,29.7,11.12,1
19.08,10.00,500.00,87.2,64.8,10.3,29.7,11.12,1
17.54,10.00,500.00,88.2,60.2,12.5,29.8,11.14,1
19.07,10.00,500.00,89,57.7,15.4,29.7,11.14,1
17.2,10.00,500.00,87.3,60.7,15.1,29.7,11.14,1
18.07,10.00,500.00,87.2,63,12.2,29.7,11.14,1
11.18,10.00,500.00,85,73.2,7.4,29.7,11.16,1
12.12,10.00,500.00,85.5,74,7.6,29.7,11.16,1
18.35,10.00,500.00,90.5 ,60.6 ,11.1 ,29.7 ,11.07,1
17.79,10.00,500.00,90.9 ,59.8 ,9.8 ,29.7 ,11.07,1
16.69,10.00,500.00,90.8 ,59.5 ,8.0 ,29.7 ,11.07,1
15.34,10.00,500.00,90.0 ,63.7 ,7.7 ,29.7 ,11.06,1
14.55,10.00,500.00,89.1 ,60.6 ,9.1 ,29.7 ,11.06,1
12.88,10.00,500.00,86.8 ,68.0 ,7.4 ,29.7 ,11.06,1
12.07,10.00,500.00,86.4 ,72.2 ,8.1 ,29.7 ,11.05,1
14.17,10.00,500.00,84.1 ,75.1 ,8.3 ,29.7 ,11.05,1
7.97,10.00,500.00,85.7 ,70.1 ,7.5 ,29.7 ,11.05,1
12.68,10.00,500.00,87.3 ,68.3 ,7.8 ,29.7 ,11.05,1
18.59,10.00,500.00,87.3 ,65.7 ,9.0 ,29.7 ,11.04,1
13.31,10.00,500.00,85.7 ,67.8 ,9.3 ,29.7 ,11.05,1
13.29,10.00,500.00,85.8 ,71.1 ,9.7 ,29.7 ,11.05,1
13.45,10.00,500.00,86.3 ,68.8 ,8.6 ,29.8 ,11.04,1
14.38,10.00,500.00,87.3 ,67.3 ,7.0 ,29.8 ,11.04,1
12.23,10.00,500.00,87.8 ,68.3 ,8.7 ,29.7 ,11.04,1
11.97,10.00,500.00,86.0 ,73.1 ,6.7 ,29.7 ,11.04,1
9.26,10.00,500.00,83.7 ,80.8 ,5.3 ,29.8 ,11.04,1
12.38,10.00,500.00,85.3 ,72.8 ,5.3 ,29.8 ,11.04,1
16.47,10.00,500.00,87.8 ,68.2 ,7.5 ,29.8 ,11.04,1
18.05,10.00,500.00,89.2 ,64.4 ,7.8 ,29.8 ,11.04,1
18.4,10.00,500.00,87.9 ,66.8 ,6.6 ,29.8 ,11.03,1
17.89,10.00,500.00,90.6 ,59.5 ,9.0 ,29.7 ,11.04,1
16.55,10.00,500.00,89.1 ,58.6 ,11.0 ,29.7 ,11.04,1
16.97,10.00,500.00,88.2 ,59.2 ,9.9 ,29.7 ,11.04,1
14.92,10.00,500.00,88.0 ,57.7 ,11.7 ,29.7 ,11.04,1
17.43,10.00,500.00,88.9 ,59.3 ,7.8 ,29.7 ,11.05,1
17.98,10.00,500.00,88.4 ,65.6 ,7.9 ,29.8 ,11.04,1
17.13,10.00,500.00,88.2 ,67.7 ,6.5 ,29.7 ,11.04,1
16.94,10.00,500.00,88.3 ,68.8 ,8.1 ,29.7 ,11.04,1
17.41,10.00,500.00,87.2 ,68.3 ,4.8 ,29.8 ,11.23,1
13.24,10.00,500.00,86.3 ,73.8 ,5.9 ,29.8 ,11.22,1
17.32,10.00,500.00,89.7 ,67.7 ,7.0 ,29.8 ,11.21,1
16.72,10.00,500.00,91.1 ,63.8 ,8.5 ,29.7 ,11.21,1
18.89,10.00,500.00,93.0 ,59.6 ,8.3 ,29.7 ,11.21,1
18.67,10.00,500.00,94.1 ,54.3 ,7.8 ,29.6 ,11.20,1
18.79,10.00,500.00,95.0 ,53.6 ,9.8 ,29.6 ,11.19,1
15.43,10.00,500.00,91.5 ,63.2 ,8.8 ,29.7 ,11.18,1
13.85,10.00,500.00,88.5 ,66.1 ,7.2 ,29.7 ,11.18,1
13.27,10.00,500.00,85.2 ,72.2 ,5.2 ,29.8 ,11.18,1
8.41,10.00,500.00,86.5 ,71.7 ,5.4 ,29.8 ,11.16,1
15.94,10.00,500.00,89.2 ,65.2 ,8.0 ,29.8 ,11.16,1
14.11,10.00,500.00,87.1 ,71.1 ,6.3 ,29.8 ,11.16,1
17.85,10.00,500.00,88.5 ,65.9 ,8.1 ,29.8 ,11.16,1
17.4,10.00,500.00,88.8 ,64.3 ,6.4 ,29.8 ,11.14,1
18.44,10.00,500.00,90.3 ,57.5 ,6.2 ,29.8 ,11.14,1
17.08,10.00,500.00,91.3 ,55.3 ,8.9 ,29.8 ,11.14,1
18.53,10.00,500.00,91.8 ,55.5 ,11.1 ,29.8 ,11.13,1
18.28,10.00,500.00,92.0 ,53.4 ,10.6 ,29.7 ,11.12,1
18.07,10.00,500.00,91.9 ,50.9 ,9.5 ,29.7 ,11.12,1
17.91,10.00,500.00,92.7 ,53.7 ,8.8 ,29.7 ,11.12,1
18.39,10.00,500.00,92.1 ,57.2 ,9.9 ,29.8 ,11.11,1
16.75,10.00,500.00,89.5 ,60.6 ,8.1 ,29.8 ,11.11,1
16.69,10.00,500.00,88.6 ,62.7 ,8.3 ,29.8 ,11.11,1
16.38,10.00,500.00,89.5 ,61.9 ,8.4 ,29.8 ,11.09,1
18.56,10.00,500.00,91.6 ,55.5 ,9.5 ,29.8 ,11.09,1
16.68,10.00,500.00,90.5 ,59.6 ,8.7 ,29.7 ,11.09,1
15.7,10.00,500.00,87.5 ,65.5 ,7.6 ,29.7 ,11.08,1
11.2,10.00,500.00,84.5 ,76.3 ,6.1 ,29.7 ,11.08,1
17.54,10.00,500.00,84.8 ,77.3 ,6.6 ,29.7 ,11.08,1
17.32,10.00,500.00,88.4 ,70.2 ,6.8 ,29.7 ,11.08,1
18.36,10.00,500.00,88.5 ,65.8 ,10.8 ,29.8 ,11.45,1
12.47,10.00,500.00,86.6 ,70.1 ,9.1 ,29.8 ,11.44,1
20.02,10.00,500.00,89.6 ,57.0 ,8.7 ,29.7 ,11.43,1
19.17,10.00,500.00,89.7 ,59.1 ,8.2 ,29.7 ,11.42,1
20.27,10.00,500.00,89.6 ,53.9 ,6.8 ,29.7 ,11.41,1
18.37,10.00,500.00,90.3 ,62.2 ,7.5 ,29.8 ,11.41,1
8.51,10.00,500.00,87.0 ,68.9 ,7.7 ,29.8 ,11.40,1
18.45,10.00,500.00,88.8 ,65.7 ,7.8 ,29.9 ,11.39,1
16.62,10.00,500.00,88.6 ,65.0 ,7.8 ,29.9 ,11.39,1
18.77,10.00,500.00,89.4 ,66.8 ,9.2 ,29.8 ,11.38,1
17.62,10.00,500.00,90.4 ,65.4 ,8.8 ,29.8 ,11.37,1
16.07,10.00,500.00,90.0 ,69.2 ,9.4 ,29.7 ,11.37,1
17.12,10.00,500.00,91.1 ,63.6 ,8.3 ,29.7 ,11.36,1
14.24,10.00,500.00,90.7 ,63.6 ,7.9 ,29.7 ,11.34,1
15.16,10.00,500.00,90.3 ,66.7 ,7.5 ,29.7 ,11.34,1
11.36,10.00,500.00,87.2 ,71.5 ,8.9 ,29.7 ,11.33,1
15.75,10.00,500.00,89.5 ,62.6 ,7.3 ,29.8 ,11.33,1
16.27,10.00,500.00,89.8 ,65.6 ,9.1 ,29.8 ,11.32,1
17.49,10.00,500.00,91.1 ,64.3 ,9.5 ,29.7 ,11.31,1
18.76,10.00,500.00,91.8 ,55.9 ,10.5 ,29.6 ,11.31,1
18.54,10.00,500.00,92.2 ,54.8 ,8.5 ,29.6 ,11.29,1
16.93,10.00,500.00,92.3 ,58.0 ,8.1 ,29.7 ,11.29,1
17.8,10.00,500.00,90.9 ,63.1 ,10.0 ,29.7 ,11.28,1
15.73,10.00,500.00,90.3 ,64.0 ,6.8 ,29.8 ,11.28,1
16.27,10.00,500.00,88.2 ,66.3 ,7.6 ,29.8 ,11.27,1
9.42,10.00,500.00,82.0 ,77.4 ,5.6 ,29.8 ,11.27,1
16.33,10.00,500.00,87.2 ,69.1 ,5.2 ,29.8 ,11.25,1
13.8,10.00,500.00,87.9 ,68.3 ,7.0 ,29.8 ,11.25,1
17.59,10.00,500.00,89.6 ,66.4 ,6.8 ,29.7 ,11.24,1
5.75,10.00,500.00,83.0 ,79.5 ,7.5 ,29.8 ,11.24,1
21.16,10.00,500.00,84.9 ,49.3 ,5.8 ,29.9 ,12.08,1
20.09,10.00,500.00,86.7 ,48.3 ,4.8 ,29.9 ,12.08,1
20.37,10.00,500.00,83.7 ,47.6 ,4.6 ,30.0 ,12.07,1
20.27,10.00,500.00,82.5 ,52.5 ,6.2 ,30.0 ,12.06,1
19.55,10.00,500.00,82.2 ,54.5 ,6.2 ,30.0 ,12.05,1
19.04,10.00,500.00,82.9 ,53.1 ,5.7 ,29.9 ,12.04,1
18.59,10.00,500.00,84.8 ,53.5 ,4.2 ,29.9 ,12.04,1
18.18,10.00,500.00,86.0 ,59.9 ,4.6 ,29.9 ,12.03,1
15.82,10.00,500.00,86.1 ,65.2 ,6.1 ,29.9 ,12.02,1
16.13,10.00,500.00,85.8 ,68.0 ,5.5 ,29.9 ,12.02,1
14.13,10.00,500.00,85.5 ,70.5 ,7.1 ,29.9 ,12.01,1
12.89,10.00,500.00,85.7 ,70.3 ,7.0 ,29.9 ,12.00,1
13.95,10.00,500.00,82.9 ,66.5 ,7.3 ,29.9 ,11.59,1
19.88,10.00,500.00,83.2 ,56.9 ,6.5 ,29.8 ,11.58,1
17,10.00,500.00,82.4 ,67.5 ,2.8 ,29.8 ,11.57,1
14.21,10.00,500.00,87.3 ,62.5 ,7.2 ,29.9 ,11.57,1
16.73,10.00,500.00,85.7 ,67.3 ,7.7 ,29.9 ,11.56,1
15.54,10.00,500.00,86.4 ,67.1 ,7.2 ,29.8 ,11.55,1
16.32,10.00,500.00,86.0 ,68.9 ,9.2 ,29.8 ,11.55,1
16.29,10.00,500.00,86.9 ,67.8 ,8.4 ,29.8 ,11.54,1
20.12,10.00,500.00,87.1 ,68.7 ,9.6 ,29.8 ,11.53,1
19.65,10.00,500.00,87.9 ,67.4 ,9.6 ,29.7 ,11.52,1
20.2,10.00,500.00,87.8 ,68.0 ,9.9 ,29.7 ,11.51,1
19.04,10.00,500.00,88.2 ,69.0 ,8.3 ,29.7 ,11.50,1
18.02,10.00,500.00,88.1 ,69.1 ,9.1 ,29.8 ,11.50,1
20.69,10.00,500.00,88.7 ,66.9 ,9.6 ,29.8 ,11.49,1
19.42,10.00,500.00,88.1 ,67.9 ,9.0 ,29.8 ,11.48,1
20.33,10.00,500.00,87.6 ,67.0 ,10.9 ,29.8 ,11.48,1
20.93,10.00,500.00,88.0 ,61.4 ,9.3 ,29.8 ,11.47,1
17.57,10.00,500.00,86.2 ,70.0 ,8.7 ,29.8 ,11.46,1
18.34,10.00,500.00,88.6 ,67.2 ,10.2 ,29.8 ,11.46,1
17.84,10.00,500.00,80.8 ,47.9 ,2.8 ,29.8 ,12.28,1
17.92,10.00,500.00,84.0 ,51.6 ,3.4 ,29.8 ,12.27,1
